title,link,occupation,companie,spec,location
MIS Senior Specialist,https://wuzzuf.net/jobs/p/79azedgad6n6-mis-senior-specialist-etisalat-egypt-cairo-egypt,Full TimeOn-site,Etisalat Egypt -,Full TimeOn-siteEntry Level · 1 - 3 Yrs of Exp · Human Resources · Marketing/PR/Advertising · Media/Journalism/Publishing · Reporting · MIS · Telecommunication,"Maadi, Cairo, Egypt "
Pavement Assessment Engineer,https://wuzzuf.net/jobs/p/rm07zzncfa1d-pavement-assessment-engineer-citylogix-me-cairo-egypt,Full TimeHybrid,Citylogix ME   -,Full TimeHybridEntry Level · 0 - 2 Yrs of Exp · Engineering - Construction/Civil/Architecture · Engineering Service · Roads · QA · Highways,"Katameya, Cairo, Egypt "
Digital Assurance Expert,https://wuzzuf.net/jobs/p/bxene5up5fuu-digital-assurance-expert-mobily-infotech-ltd-india-cairo-egypt,Full TimeHybrid,MOBILY INFOTECH LTD INDIA -,Full TimeHybridExperienced · 5 - 9 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Digital Assurance · Telecom · Information Technology (IT),"New Cairo, Cairo, Egypt "
SAP HCM Consultant,https://wuzzuf.net/jobs/p/sdktr1pe4xf8-sap-hcm-consultant-el-soadaa-group-cairo-egypt,Full TimeOn-site,El-Soadaa Group -,Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · Accounting/Finance · Business Development · Engineering - Telecom/Technology · S/4HANA · SAP_Fiori · OM · PA · PY · TM · SAP,"New Cairo, Cairo, Egypt "
Office 365 Administrator,https://wuzzuf.net/jobs/p/yxt5pxj36h2r-office-365-administrator-care-giza-egypt,Full TimeOn-site,CARE   -,Full TimeOn-siteExperienced · 2 - 15 Yrs of Exp · Administration · Office 365 Administration · Microsoft Teams,"6th of October, Giza, Egypt "
ERP Application Support (HRM),https://wuzzuf.net/jobs/p/bxg4ketxxsvt-erp-application-support-hrm-kgroup-cairo-egypt,Full TimeOn-site,Kgroup -,"Full TimeOn-siteExperienced · 2 - 4 Yrs of Exp · males_only · Human Resources · IT/Software Development · Engineering - Telecom/Technology · ERP Systems · HRM Modules (Payroll, Recruitment, Performance, Attendance) · SQL & Database Management · Application Support & Troubleshooting · System Configuration · User Training & Documentation · Reporting Tools (Excel Advanced, Power BI)","Sheraton, Cairo, Egypt "
Lab Engineer,https://wuzzuf.net/jobs/p/u06fswdwgbur-lab-engineer-midea-group-monufya-egypt,Full TimeOn-site,Midea Group -,Full TimeOn-siteEntry Level · 1 - 3 Yrs of Exp · Quality · Engineering - Mechanical/Electrical · Engineering · English · Manufacturing · Mechanical · Production · quality · Electrical Engineering · Electronics,"Alsadat City, Monufya, Egypt "
Product Designer,https://wuzzuf.net/jobs/p/grc5rauhn3hu-product-designer-erada-cairo-egypt,Full TimeOn-site,Erada -,Full TimeOn-siteExperienced · 3+ Yrs of Exp · Creative/Design/Art · Engineering - Mechanical/Electrical · Computer Science · Engineering · Design · Product · UI · UI Design · UX · Information Technology (IT),"Maadi, Cairo, Egypt "
Integration Engineer (Automation),https://wuzzuf.net/jobs/p/b7knnu0sruje-integration-engineer-automation-assiut-egypt,Freelance / ProjectRemote,Confidential -,Freelance / ProjectRemoteExperienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Automation · Communication skills · Computer Science · Computer Engineering · Information Technology (IT) · Integration · Information technology · make.com,"Assiut, Egypt "
Senior Product Manager,https://wuzzuf.net/jobs/p/6rw8aw3y6xgy-senior-product-manager-al-ahly-momkn-for-e-payment-cairo-egypt,Full TimeHybrid,Al Ahly Momkn for e-payment -,Full TimeHybridManager · 3 - 5 Yrs of Exp · Business Development · Marketing/PR/Advertising · Sales/Retail · Information Technology (IT) · Experience · English · Management · Marketing · Product Management · Product,"Maadi, Cairo, Egypt "
Full Stack Developer (PHP Laravel),https://wuzzuf.net/jobs/p/gymbppqpm3py-full-stack-developer-php-laravel-giza-egypt,Full TimePart TimeFreelance / ProjectOn-site,Confidential -,Full TimePart TimeFreelance / ProjectOn-siteExperienced · 3 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Full Stack Development · RESTful APIs · SQL/NoSQL Databases · Problem Solving · PHP Frameworks · MySQL · Laravel,"Hadayek Alahram, Giza, Egypt "
Senior AI Developer (C#),https://wuzzuf.net/jobs/p/sswcq9rsxlmy-senior-ai-developer-c-invento-cairo-egypt,Full TimeRemote,INVENTO -,Full TimeRemoteExperienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · C# · .Net Framework · AI Development · AI/ML Solutions · AI Applications · Software Development,"Cairo, Egypt "
IT Account Manager,https://wuzzuf.net/jobs/p/gwygcgb3ocns-it-account-manager-joulat-riyadh-saudi-arabia,Full TimeRemote,joulat -,Full TimeRemoteExperienced · 2 - 8 Yrs of Exp · IT/Software Development · Zoho · web · Information Technology (IT) · IT Service Management,"Riyadh, Saudi Arabia "
Quality Assurance Executive,https://wuzzuf.net/jobs/p/ml6ft5exkjth-quality-assurance-executive-nabatat-farms-sharqia-egypt,Full TimeOn-site,Nabatat Farms -,Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · Quality · Quality Assurance · Problem Solving · Process Improvement · Food Safety · Communication · Team Collaboration,"Belbes, Sharqia, Egypt "
IT Specialist,https://wuzzuf.net/jobs/p/6ldmhrwdevl8-it-specialist-royal-fertilitys-center-dakahlia-egypt,Full TimeOn-site,Royal Fertility's Center -,Full TimeOn-siteExperienced · 1 - 3 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · IT Service Management · Network Administration,"Dakahlia, Egypt "
Technical Business Analyst,https://wuzzuf.net/jobs/p/wqm7qvrmthmy-technical-business-analyst-jameel-finance-egypt-cairo-egypt,Full TimeOn-site,Jameel Finance Egypt  -,Full TimeOn-siteExperienced · 2 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · CRM,"New Cairo, Cairo, Egypt "
Technical Support Executive,https://wuzzuf.net/jobs/p/kdfao0mbyxau-technical-support-executive-erpplus5-cairo-egypt,Full TimeOn-site,Erpplus5 -,Full TimeOn-siteExperienced · 2 - 3 Yrs of Exp · Customer Service/Support · IT/Software Development · Engineering - Telecom/Technology · ERP System · Database SQL Server · MS SQL Server · Technical Support · Servers · Software Deployment · Hardware Support,"Maadi, Cairo, Egypt "
HSE Engineer,https://wuzzuf.net/jobs/p/h8wp6fv5al1f-hse-engineer-cairo-egypt,Full TimeOn-site,Confidential -,Full TimeOn-siteExperienced · 8+ Yrs of Exp · Engineering - Mechanical/Electrical · Health and Safety Management · Risk Assessment · HSE · HSE Management · IOSH · Nebosh · NEBOSH,"Future City, Cairo, Egypt "
RAID Support Specialist,https://wuzzuf.net/jobs/p/l2i49pgyudta-raid-support-specialist-efada-technology-giza-egypt,Full TimeHybrid,Efada Technology -,Full TimeHybridExperienced · 2 - 5 Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · developer · Sales · Outsourcing · Information Technology (IT) · RAID · redundancy.,"6th of October, Giza, Egypt "
Help Desk Specialist,https://wuzzuf.net/jobs/p/o0o8fwyb7fhh-help-desk-specialist-lumin-giza-egypt,Full TimeOn-site,Lumin -,Full TimeOn-siteExperienced · 5 - 8 Yrs of Exp · males_only · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Technical troubleshooting · Windows and Mac OS support · Network administration · Problem-solving · Communication · System integration · Security awareness,"6th of October, Giza, Egypt "
IT Specialist,https://wuzzuf.net/jobs/p/zi8do4r0iqqh-it-specialist-euromisr-group-cairo-egypt,Full TimeOn-site,EUROMISR GROUP -,Full TimeOn-siteEntry Level · 1 - 5 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Technical Support · Network Administration · System Maintenance · Troubleshooting · Windows/Linux Administration · Backup and Recovery · Documentation,"Heliopolis, Cairo, Egypt "
Senior R&D Formulation Specialist,https://wuzzuf.net/jobs/p/hdy3hmbusg06-senior-rd-formulation-specialist-semak-giza-egypt,Full TimeOn-site,Semak -,Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · R&D/Science · Creative Thinking · Communication · Team Player · cosmetics · Research Development · Formulation,"Dokki, Giza, Egypt "
BI DWH Reporting Specialist,https://wuzzuf.net/jobs/p/l7yvekkz5xxp-bi-dwh-reporting-specialist-efada-technology-giza-egypt,Full TimeHybrid,Efada Technology -,Full TimeHybridExperienced · 2 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · business · Power BI · BI · Computer Engineering · Information Technology (IT) · Oracle Database · Data Warehousing · SAP,"6th of October, Giza, Egypt "
IT Specialist,https://wuzzuf.net/jobs/p/c2ivdwtvur5a-it-specialist-giza-egypt,Full TimeOn-site,Confidential -,Full TimeOn-siteEntry Level · 1 - 2 Yrs of Exp · IT/Software Development · Microsoft Office · HelpDesk,"6th of October, Giza, Egypt "
Oracle Financial Expert,https://wuzzuf.net/jobs/p/qwkllll2zw1z-oracle-financial-expert-giza-egypt,Full TimeOn-site,Confidential -,Full TimeOn-siteExperienced · 12 - 15 Yrs of Exp · Accounting/Finance · Engineering - Telecom/Technology · Oracle EBS R12 · ERP,"Giza, Egypt "
Senior Lab chemist,https://wuzzuf.net/jobs/p/1u9l2rxr5ndm-senior-lab-chemist-elvan-knitting-dyeing-and-finishing-s-a-e-alexandria-egypt,Full TimeOn-site," ELVAN Knitting, Dyeing and finishing S.A.E -",Full TimeOn-siteExperienced · 5 - 8 Yrs of Exp · R&D/Science · Quality · Analyst/Research · Chemistry · Analytical Chemistry · GC-MS · HPLC · ICP-MS · LC-MS · AZO,"Bourj Alarab, Alexandria, Egypt "
Mechanical Design Engineer（Proficient in SolidWorks）,https://wuzzuf.net/jobs/p/6dypaol9wtuf-mechanical-design-engineerproficient-in-solidworks-fruitful-solutions-cairo-egypt,Full TimeOn-site,Fruitful Solutions -,Full TimeOn-siteExperienced · 1 - 10 Yrs of Exp · males_only · R&D/Science · Manufacturing/Production · Engineering - Mechanical/Electrical · SolidWorks · Ansys · Mechanical Engineering · Mechanical Design · Mechanical Design Engineering · Mechanical · Production,"New Capital, Cairo, Egypt "
Quality Control Supervisor,https://wuzzuf.net/jobs/p/ntcfjl9drzvu-quality-control-supervisor-aje-giza-egypt,Full TimeOn-site,AJE -,Full TimeOn-siteExperienced · 7 - 10 Yrs of Exp · R&D/Science · Manufacturing/Production · Quality · Agriculture · FMCG · Quality Control · Manufacturing · Quality Assurance · Food Safety Management System · HACCAP,"Giza, Egypt "
R&D Raw Material Section Head,https://wuzzuf.net/jobs/p/ks8gnyooi0tb-rd-raw-material-section-head-al-andalous-pharmaceutical-industries-giza-egypt,Full TimeOn-site,Al Andalous Pharmaceutical Industries -,Full TimeOn-siteExperienced · 8 - 10 Yrs of Exp · R&D/Science · Manufacturing/Production · Pharmaceutical · R&D · Raw Materials · Pharmaceutical · Pharmacy · Research Development,"6th of October, Giza, Egypt "
IT Telesales Specialist (Cybersecurity & Managed Services),https://wuzzuf.net/jobs/p/fv8ycrf4cunc-it-telesales-specialist-cybersecurity-managed services-cairo-egypt,Full TimeOn-site,Confidential -,Full TimeOn-siteEntry Level · 1 - 3 Yrs of Exp · Administration · Installation/Maintenance/Repair · IT/Software Development · Account Management · Client Relationship Building · Negotiation · Communication · Sales Strategy · Security · Networking,"Heliopolis, Cairo, Egypt "
Production Manager,https://wuzzuf.net/jobs/p/lfypayny3vqu-production-manager-hrfoush-vision-alexandria-egypt,Full TimeOn-site,HRfoush Vision -,Full TimeOn-siteManager · 5 - 7 Yrs of Exp · males_only · Operations/Management · Manufacturing/Production · Production Management · Lean Manufacturing · Communication · Problem Solving · Team Leadership · Process Optimization · Quality Assurance,"Alexandria, Egypt "
IT Coordinator,https://wuzzuf.net/jobs/p/i6zdt9vpmcsu-it-coordinator-masterpet-sharqia-egypt,Full TimeOn-site,MasterPET -,Full TimeOn-siteEntry Level · 1 - 4 Yrs of Exp · IT/Software Development · Project/Program Management · Engineering - Telecom/Technology · Information Technology (IT) · Networking,"10th of Ramadan City, Sharqia, Egypt "
IT Specialist,https://wuzzuf.net/jobs/p/hmawmzo6uoto-it-specialist-sidra-cairo-egypt,Full TimeOn-site,Sidra -,Full TimeOn-siteExperienced · 5+ Yrs of Exp · IT/Software Development · Information Technology (IT) · Information Systems,"Heliopolis, Cairo, Egypt "
Product Lifecycle Management (PLM) Engineer,https://wuzzuf.net/jobs/p/pllg5wkshxqi-product-lifecycle-management-plm-engineer-groupe-atlantic-cairo-egypt,Full TimeOn-site,Groupe- Atlantic -,Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · R&D/Science · SAP · Mechanical Engineering,"10th of Ramadan City, Cairo, Egypt "
IT Specialist,https://wuzzuf.net/jobs/p/mde9iybyiwra-it-specialist-wham-clinics-alexandria-egypt,Full TimeOn-site,Wham Clinics  -,Full TimeOn-siteExperienced · 2+ Yrs of Exp · males_only · Installation/Maintenance/Repair · IT/Software Development · Software Development · Networking,"San Stefano, Alexandria, Egypt "
Senior Full Stack .Net Developer,https://wuzzuf.net/jobs/p/baz9rvu7izhg-senior-full-stack-net-developer-lumin-giza-egypt,Full TimeHybrid,Lumin -,Full TimeHybridExperienced · 3 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · C# · .NET Core · HTML · JavaScript · CSS · Angular,"Giza, Egypt "
Business Intelligence Specialist,https://wuzzuf.net/jobs/p/g/niamvhynlpcx-business-intelligence-specialist-norconsult-telematics-dubai-united-arab-emirates,Freelance / Project,Norconsult Telematics -,Freelance / ProjectExperienced · 10+ Yrs of Exp · Business Development · Marketing/PR/Advertising · Sales/Retail · Business Development · Sales · Sales Skills · Sales Target · Marketing · Customer Service · Information Technology (IT),"Dubai, United Arab Emirates "
Software Engineer,https://wuzzuf.net/jobs/p/w2xavsvyvdnl-software-engineer-autopulse-cairo-egypt,Full TimeHybrid,AutoPulse -,Full TimeHybridEntry Level · 1 - 3 Yrs of Exp · IT/Software Development · AUC · guc · GIU · ASU · Typescript · Flutter · Firebase · JS · Dart Programming,"Manial, Cairo, Egypt "
Mechanical Engineer,https://wuzzuf.net/jobs/p/0kl1kgfwma4u-mechanical-engineer-international-food-consumable-goods-egypt-s-a-e-giza-egypt,Full TimeOn-site,International Food & Consumable Goods - Egypt S.A.E -,Full TimeOn-siteExperienced · 2 - 5 Yrs of Exp · Installation/Maintenance/Repair · Manufacturing/Production · Engineering - Mechanical/Electrical · Maintenance · Engineering · Mechanical Engineering · Mechanical · FMCG · 3D · AutoCAD,"6th of October, Giza, Egypt "
Sustainability Manager,https://wuzzuf.net/jobs/p/aeqdxd5x5skw-sustainability-manager-egypt-kuwait-holding-giza-egypt,Full TimeOn-site,Egypt Kuwait Holding -,Full TimeOn-siteManager · 7 - 12 Yrs of Exp · Operations/Management · Marketing/PR/Advertising · sustainability · ESG Reporting · Sustainability Strategy,"Agouza, Giza, Egypt "
Software Development Specialist,https://wuzzuf.net/jobs/p/0mbyxrrplnb1-software-development-specialist-help-ag-cairo-egypt,Full TimeHybrid,Help AG -,"Full TimeHybridExperienced · 5 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Programming (Java, Python, C#, JavaScript) · Angular · JavaScript · Typescript · Spring Boot · Docker · Kubernetes · Microsoft Azure","Cairo, Egypt "
Sales Coordinator,https://wuzzuf.net/jobs/p/xmbdd3q31vns-sales-coordinator-power-solutions-giza-egypt,Full TimeOn-site,Power Solutions -,Full TimeOn-siteExperienced · 2 - 5 Yrs of Exp · females_only · Administration · Customer Service/Support · Sales/Retail · Administration · Microsoft Office · Sales · Sales Skills · Sales Coordination · Computer Skills · Sales Coordinator,"6th of October, Giza, Egypt "
